record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,customer_id,customer_name,market,country_code,currency,credit_terms,product_ids,active
mdm-03-aeaa6dfb092c,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3d1268e764c4,CUS-0011,배터리·금속 고객사 11 (가상),KOREA,KR,USD,NET45,"[""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053""]",True
mdm-03-5cc8bc35ce51,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ad115ef125f,CUS-0012,배터리·금속 고객사 12 (가상),CHINA,CN,USD,NET60,"[""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059""]",True
mdm-03-19d836ec1777,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-92d6457e8e59,CUS-0013,배터리·금속 고객사 13 (가상),EU,DE,KRW,NET30,"[""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065""]",True
mdm-03-d0ab88efd672,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ea605b7f4cb,CUS-0014,배터리·금속 고객사 14 (가상),NORTH_AMERICA,US,USD,NET45,"[""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071""]",True
mdm-03-2ee9775afbff,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-174ea178697f,CUS-0015,배터리·금속 고객사 15 (가상),JAPAN,JP,USD,NET60,"[""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077""]",True
mdm-03-be14fc2862d9,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07a270bd4351,CUS-0016,배터리·금속 고객사 16 (가상),KOREA,KR,USD,NET30,"[""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083""]",True
mdm-03-0f7b49f9fef2,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2ccf936dde0,CUS-0017,배터리·금속 고객사 17 (가상),CHINA,CN,KRW,NET45,"[""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089""]",True
mdm-03-ee8607ae568a,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-62ad926e1864,CUS-0018,배터리·금속 고객사 18 (가상),EU,DE,USD,NET60,"[""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095""]",True
mdm-03-5fd0e71321d6,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1bb92082cf94,CUS-0019,배터리·금속 고객사 19 (가상),NORTH_AMERICA,US,USD,NET30,"[""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101""]",True
mdm-03-cf1ed2aa6912,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6657d24aa767,CUS-0020,배터리·금속 고객사 20 (가상),JAPAN,JP,USD,NET45,"[""MAT-FI-0113"", ""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107""]",True
mdm-03-4dba5e78f4ae,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-56a3eecbb2b7,CUS-0021,배터리·금속 고객사 21 (가상),KOREA,KR,KRW,NET60,"[""MAT-FI-0119"", ""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113""]",True
mdm-03-cde9ca50a1d0,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33fab31fa619,CUS-0022,배터리·금속 고객사 22 (가상),CHINA,CN,USD,NET30,"[""MAT-FI-0125"", ""MAT-FI-0131"", ""MAT-FI-0137"", ""MAT-FI-0143"", ""MAT-FI-0149"", ""MAT-FI-0155"", ""MAT-FI-0161"", ""MAT-FI-0167"", ""MAT-FI-0173"", ""MAT-FI-0179"", ""MAT-FI-0185"", ""MAT-FI-0191"", ""MAT-FI-0197"", ""MAT-FI-0203"", ""MAT-FI-0209"", ""MAT-FI-0215"", ""FG-CATHODE"", ""FG-NISO4"", ""FG-LIOH"", ""MAT-FI-0017"", ""MAT-FI-0023"", ""MAT-FI-0029"", ""MAT-FI-0035"", ""MAT-FI-0041"", ""MAT-FI-0047"", ""MAT-FI-0053"", ""MAT-FI-0059"", ""MAT-FI-0065"", ""MAT-FI-0071"", ""MAT-FI-0077"", ""MAT-FI-0083"", ""MAT-FI-0089"", ""MAT-FI-0095"", ""MAT-FI-0101"", ""MAT-FI-0107"", ""MAT-FI-0113"", ""MAT-FI-0119""]",True
